pos_x, pos_y, pos_z
1.277946, -0.256577, 2.029002
1.548882, 0.291855, 1.680426
2.396797, -0.509079, 2.045464
0.577438, 0.240309, 1.294381
0.737466, 0.194610, 0.863189
1.335694, 0.289494, 1.057363
1.181328, 0.435273, 0.752685
0.679043, 0.058174, 1.407540
2.244400, -0.745110, 2.023338
0.393528, 0.092970, 0.995525
0.480609, 0.093265, 1.130543
2.057825, -0.299379, 2.320204
1.126620, 0.129569, 1.364567
1.303763, 0.005625, 1.373832
1.152431, -0.794007, 2.530973
2.159631, -0.350502, 2.447335
1.411291, -0.711278, 2.459985
1.008340, 0.096467, 1.420829
1.301350, 0.002181, 1.370014
1.918422, 0.065012, 1.665958
-0.006291, -0.186362, 0.624272
0.040167, 0.027062, 0.239752
0.075480, 0.035162, 0.135089
2.277325, -0.489737, 3.170413
1.118744, 0.014371, 1.373816
1.310064, -0.012859, 1.425858
